,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
944,VOLKSWAGEN Jetta,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,22.0,29.0,25.0,7.0
945,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,21.0,29.0,24.0,7.0
946,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,21.0,29.0,24.0,7.0
947,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,S2,8VWXV02.5257,station wagon,9.5,21.0,29.0,24.0,7.0
948,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,S2,8VWXV02.5257,station wagon,9.5,21.0,29.0,24.0,7.0
949,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,U2,8VWXV02.5253,station wagon,7.0,21.0,29.0,24.0,7.0
950,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,U2,8VWXV02.5253,station wagon,7.0,21.0,29.0,24.0,7.0
951,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,20.0,28.0,23.0,7.0
952,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,20.0,29.0,23.0,7.0
953,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,20.0,28.0,23.0,7.0
954,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,20.0,29.0,23.0,7.0
955,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,20.0,28.0,23.0,7.0
956,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,20.0,28.0,23.0,7.0
957,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,20.0,28.0,23.0,7.0
958,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,20.0,28.0,23.0,7.0
959,VOLKSWAGEN Passat,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,midsize car,7.0,19.0,28.0,22.0,6.0
960,VOLKSWAGEN Passat,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,midsize car,7.0,21.0,29.0,24.0,7.0
961,VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.6246,midsize car,6.0,16.0,24.0,19.0,5.0
962,VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,L2,8VWXV03.6246,midsize car,6.0,17.0,26.0,20.0,6.0
963,VOLKSWAGEN Passat Wagon,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,station wagon,7.0,20.0,28.0,23.0,7.0
964,VOLKSWAGEN Passat Wagon,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,station wagon,7.0,21.0,29.0,24.0,7.0
965,VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.6246,station wagon,6.0,16.0,24.0,19.0,5.0
966,VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.2535,small car,6.0,18.0,23.0,20.0,6.0
967,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,21.0,29.0,24.0,7.0
968,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,22.0,29.0,24.0,7.0
969,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,21.0,29.0,24.0,7.0
970,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,U2,8VWXV02.5253,small car,7.0,22.0,29.0,24.0,7.0
971,VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,L2,8VWXT03.6276,SUV,6.0,14.0,20.0,16.0,4.0
972,VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXT04.2358,SUV,6.0,12.0,17.0,14.0,2.0
973,VOLVO C30,2.4,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.4U2N,small car,7.0,20.0,28.0,23.0,7.0
974,VOLVO C30,2.4,5,Man-5,2WD,Gasoline,U2,8VVXV02.4U2N,small car,7.0,20.0,28.0,23.0,7.0
975,VOLVO C30,2.5,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,27.0,22.0,6.0
976,VOLVO C30,2.5,5,Man-6,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,28.0,23.0,7.0
977,VOLVO C70 Convertible,2.5,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,18.0,26.0,21.0,6.0
978,VOLVO C70 Convertible,2.5,5,Man-6,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,18.0,27.0,21.0,6.0
979,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,S2,8VVXV02.4S2N,small car,9.5,20.0,28.0,23.0,7.0
980,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.4U2N,small car,7.0,20.0,28.0,23.0,7.0
981,VOLVO S40,2.4,5,Man-5,2WD,Gasoline,U2,8VVXV02.4U2N,small car,7.0,20.0,28.0,23.0,7.0
982,VOLVO S40,2.5,5,Man-6,4WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,17.0,25.0,20.0,6.0
983,VOLVO S40,2.5,5,Auto-S5,4WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,18.0,26.0,21.0,6.0
984,VOLVO S40,2.5,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,27.0,22.0,6.0
985,VOLVO S40,2.5,5,Man-6,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,28.0,23.0,7.0
986,VOLVO S60,2.5,5,Auto-L5,4WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,17.0,26.0,21.0,6.0
987,VOLVO S60,2.5,5,Auto-S5,4WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,18.0,26.0,21.0,6.0
988,VOLVO S60,2.5,5,Auto-L5,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,27.0,22.0,6.0
989,VOLVO S60,2.5,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.5U2T,small car,7.0,19.0,27.0,22.0,6.0
990,VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,L2,8VVXV02.4L2T,small car,6.0,18.0,26.0,21.0,6.0
991,VOLVO S60,2.4,5,Man-6,2WD,Gasoline,L2,8VVXV02.4L2T,small car,6.0,18.0,26.0,21.0,6.0
992,VOLVO S80,3.0,6,Auto-S6,4WD,Gasoline,U2,8VVXV03.0U2T,midsize car,7.0,15.0,23.0,18.0,5.0
993,VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,U2,8VVXB03.2U2N,midsize car,7.0,16.0,24.0,19.0,5.0
994,VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,U2,8VVXB03.2U2N,midsize car,7.0,16.0,24.0,19.0,5.0
995,VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,U2,8VVXB04.4U2N,midsize car,7.0,15.0,23.0,18.0,5.0
996,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,S2,8VVXV02.4S2N,station wagon,9.5,20.0,28.0,23.0,7.0
997,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.4U2N,station wagon,7.0,20.0,28.0,23.0,7.0
998,VOLVO V50,2.4,5,Man-5,2WD,Gasoline,U2,8VVXV02.4U2N,station wagon,7.0,20.0,28.0,23.0,7.0
999,VOLVO V50,2.5,5,Man-6,4WD,Gasoline,U2,8VVXV02.5U2T,station wagon,7.0,17.0,25.0,20.0,6.0
1000,VOLVO V50,2.5,5,Auto-S5,4WD,Gasoline,U2,8VVXV02.5U2T,station wagon,7.0,18.0,26.0,21.0,6.0
1001,VOLVO V50,2.5,5,Auto-S5,2WD,Gasoline,U2,8VVXV02.5U2T,station wagon,7.0,19.0,27.0,22.0,6.0
1002,VOLVO V50,2.5,5,Man-6,2WD,Gasoline,U2,8VVXV02.5U2T,station wagon,7.0,19.0,28.0,23.0,7.0
1003,VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,U2,8VVXB03.2U2N,station wagon,7.0,16.0,24.0,19.0,5.0
1004,VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,U2,8VVXB03.2U2N,SUV,7.0,15.0,22.0,17.0,4.0
1005,VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,U2,8VVXB03.2U2N,SUV,7.0,14.0,20.0,16.0,4.0
1006,VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,U2,8VVXB03.2U2N,SUV,7.0,14.0,20.0,16.0,4.0
1007,VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,U2,8VVXB04.4U2N,SUV,7.0,13.0,19.0,15.0,3.0
1008,MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,ethanol,L2,8MBXV03.0U2A,small car,6.0,13.0,19.0,15.0,7.0
1009,MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,Gasoline,L2,8MBXV03.0U2A,small car,4.0,18.0,25.0,21.0,6.0
